"TIME","GEO","DURATION","ISCED11","AGE","SEX","UNIT","Value"
"2002","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.3"
"2003","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.4"
"2004","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.3"
"2005","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.8"
"2006","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.1"
"2007","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.7"
"2008","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","89.4"
"2009","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.4"
"2010","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.8"
"2011","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.2"
"2012","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","88.3"
"2013","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","90.7"
"2014","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","86.9"
"2015","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.8"
"2016","Switzerland","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","87.8"
"2000","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2003","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2004","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2005","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2006","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2007","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2008","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2009","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2010","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2011","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.3"
"2012","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","76.5"
"2013","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","78.5"
"2014","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.4"
"2015","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","78.3"
"2016","Montenegro","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","78.3"
"2000","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2003","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2004","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2005","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2006","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","72.6"
"2007","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","69.6"
"2008","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","74.5"
"2009","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","74.5"
"2010","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","74.5"
"2011","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","71.7"
"2012","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","74.4"
"2013","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","74.7"
"2014","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","69.6"
"2015","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","70.6"
"2016","Former Yugoslav Republic of Macedonia, the","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","71.0"
"2000","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2001","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2002","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2003","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2004","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2005","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage",":"
"2006","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.6"
"2007","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.5"
"2008","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.3"
"2009","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.8"
"2010","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.0"
"2011","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.7"
"2012","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","81.9"
"2013","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","82.3"
"2014","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.8"
"2015","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","80.1"
"2016","Turkey","Over 3 years","Tertiary education (levels 5-8)","From 20 to 34 years","Total","Percentage","77.6"
